Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	Total Deaths	Total Missing	Total Injuries	Total Houses Destroyed	Total Houses Damaged
2003	CHINA	39.483	77.393	10	5.4	5	0	0	0	0
2003	CHINA	38.4	100.951	10	5.8	9	0	43	10000	0
2003	ALGERIA	36.939	3.578	8	5.7	9	0	200	0	0
2003	CHINA	42.905	80.515	10	6	11	0	47	769	0
2003	CHINA	25.975	101.29	10	5.9	16	0	584	264878	0
2003	MEXICO	18.77	-104.104	24	7.5	29	0	300	2005	6615
2003	TURKEY	39.007	40.464	10	6.4	177	0	521	718	2593
2003	CHINA	39.61	77.23	11	6.3	261	0	4000	71000	0
2003	ALGERIA	36.964	3.634	12	6.8	2266	0	10261	43000	0
2003	IRAN	28.995	58.311	10	6.6	31000	0	30000	0	0
2003	IRAN	31.953	49.209	33	5	0	0	5	1	0
2003	TURKEY	38.221	26.958	10	5.7	0	0	90	0	0
2003	PANAMA	9.355	-79.941	54	5.4	0	0	0	0	0
2003	FRANCE	48.342	6.57	10	5	0	0	0	0	0
2003	JAPAN	35.457	139.871	78	5.2	0	0	0	0	0
2003	IRAN	35.476	60.784	41	5.2	0	0	0	0	90
2003	JAPAN	37.812	142.619	10	7	0	0	0	0	0
2003	NEW CALEDONIA	-22.107	169.35	10	6.1	0	0	0	0	0
2003	NEW ZEALAND	-45.104	167.144	28	7.2	0	0	0	0	0
2003	ITALY	44.329	11.45	10	5.3	0	0	0	0	10
2003	JAPAN	38.432	141.003	10	5.5	0	0	569	0	1025
2003	MYANMAR (BURMA)	19.917	95.672	10	6.6	0	0	0	0	0
2003	GREECE	39.16	20.605	10	6.3	0	0	50	0	0
2003	BHUTAN	27.264	89.331	47	5.5	0	0	0	0	0
2003	CHINA	37.529	96.476	14	6.4	0	0	0	45	0
2003	RUSSIA	50.211	87.721	10	6.7	0	0	0	0	0
2003	USA	51.146	178.65	33	7.8	0	0	0	0	0
2003	JAPAN	38.849	141.568	68	7	0	0	143	0	720
2003	INDONESIA	1.142	128.152	10	6	0	0	0	0	200
2003	TAIWAN	23.039	121.362	10	6.8	0	0	1	0	0
2003	GREECE	39.893	22.309	18	5.2	0	0	0	0	50
2003	INDIAN OCEAN	-2.598	68.382	10	7.6	0	0	0	0	0
2003	ANTARCTICA	-60.532	-43.411	10	7.6	0	0	0	0	0
2003	IRAN	29.59	51.474	33	5.2	0	0	0	650	1350
2003	TURKEY	38.019	28.927	10	5.4	0	0	10	1	0
2003	CHINA	29.573	95.605	33	5.5	0	0	0	0	0
2003	JAPAN	34.998	140.172	52	5.7	0	0	7	0	0
2003	INDONESIA	-8.807	118.524	33	5.5	0	0	2	0	500
2003	USA	34.31	-116.848	1	5.2	0	0	0	0	0
2003	SOLOMON ISLANDS	-10.491	160.77	33	7.3	0	0	0	0	0
2003	CHINA	43.897	85.923	24	5.3	0	0	0	0	0
2003	CHILE	-30.608	-71.637	33	6.8	0	0	1	0	0
2003	PHILIPPINES	12.171	123.921	10	5.8	0	0	0	0	0
2003	PHILIPPINES	12.168	124.079	10	6.3	0	0	0	0	0
2004	SLOVENIA	46.296	13.641	8	5.2	1	0	5	0	0
2004	TURKEY	38.377	39.261	7	5.7	1	0	11	0	0
2004	ARGENTINA	-28.573	-65.84	22	6.1	1	0	0	0	0
2004	INDONESIA	-8.31	115.788	45	5.8	1	0	29	6000	0
2004	NEW ZEALAND	-38	176.51	5	5.4	1	0	2	0	5
2004	GUADELOUPE	15.679	-61.706	14	6.3	1	0	12	0	0
2004	TAIWAN	24.081	121.611	45	5.2	2	0	1	0	0
2004	AFGHANISTAN	33.426	69.524	10	5.2	2	0	40	0	0
2004	AFGHANISTAN	36.512	71.029	187	6.5	3	0	5	0	0
2004	CHINA	27.266	103.873	6	5.4	4	0	600	18556	65601
2004	INDONESIA	-0.466	100.655	56	5.1	5	0	7	0	100
2004	COSTA RICA	9.602	-84.172	16	6.4	8	0	0	526	0
2004	TURKEY	39.93	40.812	0	5.6	10	0	46	45	0
2004	TURKEY	39.766	43.979	5	5.1	18	0	21	0	0
2004	PAKISTAN	34.774	73.216	11	5.4	24	0	40	1420	5379
2004	INDONESIA	-3.609	135.404	10	7.1	32	0	130	328	0
2004	INDONESIA	-8.152	124.868	10	7.5	34	0	400	781	16712
2004	IRAN	36.29	51.61	17	6.3	35	0	400	0	0
2004	INDONESIA	-3.615	135.538	17	7	37	0	682	2678	0
2004	JAPAN	37.226	138.779	16	6.6	40	0	3183	6000	0
2004	MOROCCO	35.142	-3.997	0	6.4	628	0	926	2539	0
2004	INDONESIA	3.316	95.854	30	9.1	227899	0	0	0	0
2004	PANAMA	8.358	-82.877	29	6.1	0	0	4	0	0
2004	JAPAN	44.119	141.793	10	5.8	0	0	3	0	0
2004	NICARAGUA	11.989	-86.52	87	5.6	0	0	0	0	0
2004	MEXICO	17.488	-101.303	29	6.1	0	0	0	0	0
2004	INDONESIA	-1.559	100.488	42	6	0	0	1	0	0
2004	IRAN	29.881	51.474	67	5	0	0	0	4	6
2004	NEW ZEALAND	-46.676	164.721	10	7.1	0	0	0	0	0
2004	GREECE	35.945	23.115	74	5.2	0	0	0	0	0
2004	INDONESIA	-3.12	127.4	17	6.7	0	0	0	0	0
2004	IRAN	27.695	52.397	12	5.2	0	0	0	0	0
2004	JORDAN	31.675	35.551	27	5.3	0	0	4	0	0
2004	GREECE	37.136	22.116	9	5.2	0	0	0	0	0
2004	TURKEY	36.833	27.815	10	5.6	0	0	15	0	0
2004	JAPAN	33.07	136.618	14	7.2	0	0	4	0	0
2004	JAPAN	37.396	138.862	10	5.5	0	0	8	0	0
2004	TRINIDAD AND TOBAGO	10.49	-61.48	49	5.8	0	0	0	0	0
2004	ITALY	45.626	10.559	17	5.1	0	0	9	0	0
2004	CANADA	49.277	-128.772	10	6.6	0	0	0	0	0
2004	CHINA	37.506	96.758	14	5.4	0	0	0	0	3100
2004	CHILE	-38.854	-73.155	38	5.9	0	0	0	0	0
2004	USA	35.819	-120.364	9	6	0	0	0	0	0
2004	ROMANIA	45.787	26.622	96	5.8	0	0	0	0	0
2004	AUSTRALIA	-49.312	161.345	10	8.1	0	0	0	0	0
2004	INDONESIA	-4.003	135.023	10	7.3	0	0	0	0	0
2004	CHINA	45.382	118.256	19	5.4	0	0	100	38000	0
2004	TURKEY	39.847	40.874	5	5.6	0	0	12	50	0
2004	INDONESIA	-8.669	114.65	96	5.5	0	0	0	0	0
2004	JAPAN	33.184	137.071	10	7.4	0	0	40	0	0
2004	CHINA	34.682	103.781	10	5.2	0	0	19	600	0
2004	JAPAN	43.006	145.119	39	7	0	0	24	0	0
2004	JAPAN	42.9	145.228	35	6.8	0	0	4	0	0
2004	INDONESIA	-1.549	100.54	66	5.4	0	0	0	0	0
2004	CHILE	-37.695	-73.406	21	6.6	0	0	0	0	0
2004	TAIWAN	24.53	122.694	94	6.6	0	0	0	0	0
2004	INDONESIA	-9.362	122.839	66	6.7	0	0	0	0	0
2004	IRAN	37.125	54.477	35	5.6	0	0	60	0	0
2004	JAPAN	37.284	138.885	14	5.9	0	0	5	1	0
2004	COLOMBIA	4.695	-77.508	15	7.2	0	0	10	154	0
2004	INDIA	24.757	92.539	35	5.4	0	0	0	0	0
2004	IRAN	33.297	47.977	36	5	0	0	0	0	0
2004	TURKEY	37.042	28.206	5	5.4	0	0	3	0	0
2005	JAPAN	33.807	130.131	10	6.6	1	0	500	65	0
2005	TURKEY	38.152	26.751	10	5.9	1	0	15	0	0
2005	INDONESIA	-1.198	119.933	11	6.3	1	0	4	0	0
2005	INDIA	30.476	79.255	44	5.3	1	0	4	1	0
2005	TURKEY	37.622	43.703	41	5.9	2	0	22	0	0
2005	PERU	-5.678	-76.398	115	7.5	5	0	60	0	0
2005	AFGHANISTAN	36.357	71.093	225	6.5	5	0	1	100	0
2005	CONGO	-6.224	29.83	22	6.8	6	0	0	300	0
2005	CHILE	-19.987	-69.197	116	7.7	11	0	200	544	0
2005	IRAN	26.774	55.858	10	6	13	0	100	0	0
2005	CHINA	29.695	115.689	10	5.2	16	0	8000	150000	0
2005	IRAN	30.754	56.816	14	6.4	612	0	1411	8000	0
2005	INDONESIA	2.085	97.108	30	8.6	1313	0	340	300	0
2005	PAKISTAN	34.539	73.588	26	7.6	76213	0	146599	0	0
2005	NEW ZEALAND	-41.223	175.21	39	5.3	0	0	0	0	0
2005	ECUADOR	-1.364	-80.785	17	6.1	0	0	0	0	0
2005	TURKEY	39.44	40.978	11	5.6	0	0	16	0	0
2005	USA	45.365	-112.615	13	5.6	0	0	0	0	0
2005	TURKEY	39.437	33.089	5	5.3	0	0	0	0	0
2005	TURKEY	39.354	40.89	5	5.8	0	0	18	0	0
2005	USA	41.301	-125.97	10	7.2	0	0	0	0	0
2005	INDONESIA	-9.948	124.48	10	5.3	0	0	0	0	0
2005	PERU	-5.852	-78.704	40	5.4	0	0	0	20	0
2005	INDONESIA	1.819	97.082	21	6.7	0	0	0	0	0
2005	IRAN	37.103	54.574	32	5.4	0	0	110	0	0
2005	PERU	-16.635	-70.794	20	5.3	0	0	10	300	0
2005	ETHIOPIA	12.471	40.634	12	5.6	0	0	0	0	0
2005	JAPAN	38.107	144.896	11	7	0	0	0	0	0
2005	INDONESIA	-1.644	99.607	19	6.7	0	0	0	0	0
2005	JAPAN	35.498	139.982	61	5.9	0	0	27	1	0
2005	IRAN	28.85	52.56	10	5.1	0	0	0	0	0
2005	JAPAN	34.064	141.491	28	6.6	0	0	0	0	0
2005	CHILE	-19.78	-68.98	11	5.8	0	0	0	0	0
2005	JAPAN	38.276	142.039	36	7.2	0	0	56	1	0
2005	ALBANIA	42.389	19.812	4	5.2	0	0	0	0	0
2005	PAPUA NEW GUINEA	-4.539	153.474	90	7.7	0	0	0	0	0
2005	INDIA	7.92	92.19	16	7.2	0	0	0	0	0
2005	INDONESIA	-1.174	119.963	32	5.9	0	0	0	6	0
2005	CHINA	41.728	79.44	22	6.1	0	0	0	6000	0
2005	IRAN	27.095	61.887	54	6	0	0	0	0	0
2005	INDIA	24.55	92.524	35	5.1	0	0	0	0	0
2005	GUADELOUPE	15.775	-61.744	12	5.8	0	0	0	0	0
2006	TRINIDAD AND TOBAGO	10.814	-61.758	52	5.5	1	0	0	0	0
2006	INDONESIA	-8.251	118.777	43	6.3	1	0	14	20	0
2006	IRAN	27.574	55.685	18	5.9	1	0	1	0	0
2006	INDIA	27.382	88.388	30	5.3	2	0	2	0	0
2006	IRAN	26.759	55.843	5	5.1	2	0	4	0	0
2006	TAIWAN	21.799	120.547	10	7	2	0	40	0	0
2006	TAJIKISTAN	37.255	68.828	34	5.6	3	0	19	721	0
2006	INDONESIA	-3.595	127.214	30	6.7	4	0	0	241	0
2006	MOZAMBIQUE	-21.324	33.583	11	7	4	0	36	294	0
2006	INDONESIA	0.626	99.859	30	5.8	7	0	100	680	0
2006	IRAN	33.5	48.78	7	6.1	70	0	1300	0	0
2006	INDONESIA	-9.254	107.411	34	7.7	802	0	498	1623	0
2006	INDONESIA	-7.961	110.446	13	6.3	5749	0	38568	127000	0
2006	INDIA	23.777	70.899	10	5.5	0	0	7	0	0
2006	INDIA	23.322	70.477	10	5.5	0	0	0	0	0
2006	GREECE	37.64	20.92	18	5.5	0	0	0	0	0
2006	GREECE	36.311	23.212	66	6.7	0	0	3	0	0
2006	IRAN	28.12	56.865	18	6	0	0	6	0	0
2006	INDONESIA	3.462	97.224	30	5	0	0	0	0	0
2006	TAIWAN	22.868	121.278	9	6.2	0	0	42	0	0
2006	JAPAN	33.129	131.141	140	6.3	0	0	8	0	0
2006	USA	19.878	-155.935	39	6.7	0	0	0	0	0
2006	TONGA	-20.187	-174.123	55	7.9	0	0	1	0	0
2006	INDONESIA	-3.728	119.233	31	5.2	0	0	0	0	0
2006	CHINA	31.607	90.413	33	5.7	0	0	0	0	0
2006	INDONESIA	2.52	128.283	39	6.2	0	0	0	50	0
2006	RUSSIA	46.592	153.266	10	8.3	0	0	1	0	0
2006	KYRGYZSTAN	42.156	76.163	12	5.8	0	0	0	2410	0
2006	BHUTAN	26.912	91.705	10	5.8	0	0	0	126	0
2006	PERU	-13.457	-76.677	23	6.7	0	0	0	0	0
2006	ARGENTINA	-33.131	-68.707	22	5.6	0	0	0	0	0
2006	MEXICO	26.319	-86.606	14	5.8	0	0	0	0	0
2006	RUSSIA	60.949	167.089	22	7.6	0	0	40	0	0
2006	TRINIDAD AND TOBAGO	10.876	-61.756	53	6.1	0	0	3	1	0
2006	INDONESIA	-5.575	105.395	17	5.5	0	0	0	0	0
2006	SAMOA	-16.592	-172.033	28	6.9	0	0	0	0	0
2006	INDONESIA	-5.473	128.131	397	7.6	0	0	0	0	0
2007	INDIA	21.181	70.724	10	5.1	1	0	5	0	0
2007	NEW ZEALAND	-39.011	178.291	20	6.6	1	0	0	3	0
2007	MARTINIQUE	14.944	-61.274	156	7.4	1	0	102	0	0
2007	JAPAN	37.336	136.588	8	6.7	1	0	150	58	455
2007	PHILIPPINES	9.721	124.647	72	5.1	1	0	0	0	0
2007	RUSSIA	47.116	141.798	5	6.2	2	0	12	11	20
2007	CHILE	-22.247	-69.89	40	7.7	2	0	65	0	0
2007	INDONESIA	-8.277	118.339	35	6.5	3	0	0	0	0
2007	CHINA	23.028	101.052	5	6.1	3	0	329	0	0
2007	INDONESIA	1.065	126.282	22	7.5	4	0	4	0	0
2007	JAPAN	37.57	138.478	10	6.6	9	0	1088	0	875
2007	CHILE	-45.243	-72.648	37	6.2	10	0	0	0	2
2007	TAJIKISTAN	38.936	70.485	10	5.2	12	0	0	0	0
2007	INDONESIA	-4.438	101.367	34	8.4	25	0	161	56425	0
2007	SOLOMON ISLANDS	-8.466	157.043	24	8.1	52	0	0	2500	500
2007	INDONESIA	-0.493	100.498	19	6.4	67	0	826	43719	0
2007	PERU	-13.386	-76.603	39	8	514	0	1090	52154	23632
2007	LAOS	20.504	100.746	24	6.3	0	0	0	0	0
2007	USA	37.434	-121.774	10	5.6	0	0	0	0	0
2007	BANGLADESH	22.15	92.388	29	5.1	0	0	10	0	0
2007	ECUADOR	-2.312	-77.838	123	6.8	0	0	0	0	0
2007	USA	51.307	-179.971	21	6.7	0	0	0	0	0
2007	KERMADEC ISLANDS (NEW ZEALAND)	-25.996	-177.514	153	7.8	0	0	0	0	0
2007	SOLOMON ISLANDS	-11.61	165.762	35	7.2	0	0	0	0	0
2007	IRAN	34.437	50.833	5	5.5	0	0	0	0	0
2007	NEW ZEALAND	-44.785	167.583	26	6.8	0	0	0	0	0
2007	MEXICO	17.302	-100.198	34	6	0	0	0	2	0
2007	RUSSIA	46.243	154.524	10	8.1	0	0	0	0	0
2007	NEW ZEALAND	-49.418	163.954	10	7.4	0	0	0	0	0
2007	TURKEY	39.417	33.212	10	5.7	0	0	0	0	0
2007	TURKEY	38.318	39.267	10	5.7	0	0	0	0	0
2007	CHILE	-32.689	-71.695	25	5.9	0	0	4	0	0
2007	TURKEY	39.592	42.863	3	5.1	0	0	2	0	0
2007	CHINA	42.913	82.378	10	5.6	0	0	0	2120	0
2007	IRAN	28.154	56.652	10	5	0	0	4	0	0
2007	INDONESIA	-1.065	127.343	24	6.1	0	0	0	0	0
2007	KYRGYZSTAN	39.803	70.311	18	6	0	0	0	187	0
2007	INDONESIA	-5.968	107.655	289	7.5	0	0	0	0	0
2007	COLOMBIA	2.082	-76.495	43	5	0	0	9	9	0
2007	INDONESIA	-2.625	100.841	35	7.9	0	0	0	0	0
2007	VANUATU	-20.617	169.357	34	7.1	0	0	0	0	0
2007	INDONESIA	2.872	127.464	25	6.9	0	0	0	0	0
2007	VANUATU	-15.595	167.68	120	7.2	0	0	0	0	0
2007	COLOMBIA	2.982	-77.967	31	6.8	0	0	5	35	0
2007	GREECE	38.34	20.42	15	5.8	0	0	0	0	0
2007	TURKEY	39.446	33.162	8	5.6	0	0	0	2214	0
2007	JAPAN	22.013	142.668	260	7.5	0	0	0	0	0
2007	GUATEMALA	13.554	-90.618	23	6.7	0	0	0	0	0
2008	JAPAN	39.802	141.464	108	6.8	1	0	200	0	90
2008	CHINA	32.747	105.542	10	5.6	1	0	17	1200	0
2008	ALGERIA	35.883	-0.658	4	5.5	1	0	30	0	0
2008	INDIA	17.438	73.915	10	5	1	0	20	0	1500
2008	PERU	-15.986	-71.748	123	6.2	1	0	0	0	0
2008	INDONESIA	1.011	97.442	20	6.1	1	0	5	0	0
2008	GREECE	37.963	21.525	16	6.3	2	0	240	1156	0
2008	INDONESIA	-3.935	103.058	25	5.4	2	0	0	0	113
2008	INDONESIA	2.768	95.964	26	7.4	3	0	25	0	0
2008	CHINA	32.756	105.494	6	6	4	0	29	0	0
2008	CHINA	25.044	97.684	1	6	5	0	127	0	0
2008	INDONESIA	1.271	122.091	30	7.3	6	0	77	0	1000
2008	COLOMBIA	4.33	-73.764	9	5.6	6	0	0	0	0
2008	IRAN	26.743	55.828	12	6.1	7	0	45	0	0
2008	CHINA	32.57	105.424	10	6	8	0	927	400000	0
2008	CHINA	29.807	90.35	12	6.3	9	0	19	0	0
2008	JAPAN	39.03	140.881	8	6.9	13	0	357	0	614
2008	RUSSIA	43.372	46.254	16	5.7	13	0	100	0	1027
2008	CONGO	-2.296	28.9	10	5.9	38	0	717	99	815
2008	CHINA	26.272	101.937	17	5.9	43	0	589	392000	0
2008	KYRGYZSTAN	39.533	73.824	27	6.6	74	0	140	0	0
2008	PAKISTAN	30.639	67.351	15	6.4	166	0	370	3487	4125
2008	CHINA	31.002	103.322	19	7.9	87652	0	374171	5360000	21000000
2008	GUATEMALA	14.129	-91.479	66	5.6	0	0	0	0	0
2008	COSTA RICA	8.423	-82.968	13	5.6	0	0	0	0	0
2008	KYRGYZSTAN	40.288	72.985	6	5.6	0	0	0	5385	0
2008	INDONESIA	-0.795	134.012	12	5.9	0	0	6	0	22
2008	CHINA	32.036	104.722	7	5.7	0	0	231	540	2450
2008	PHILIPPINES	12.897	124.319	10	6	0	0	0	0	0
2008	RUSSIA	51.607	104.158	16	6.2	0	0	0	0	0
2008	JAPAN	37.552	142.214	22	6.9	0	0	0	0	0
2008	RUSSIA	53.882	152.886	633	7.7	0	0	0	0	0
2008	USA	33.953	-117.761	15	5.4	0	0	8	0	0
2008	CHINA	25.051	97.919	46	5	0	0	0	5	2420
2008	VENEZUELA	10.514	-64.171	13	5.2	0	0	0	0	50
2008	CHINA	32.71	105.54	10	5.7	0	0	0	20000	0
2008	ICELAND	64.004	-21.012	10	6.3	0	0	30	0	0
2008	LEBANON	33.327	35.305	10	5	0	0	10	0	0
2008	USA	38.452	-87.886	14	5.3	0	0	0	0	0
2008	CHINA	30.901	83.52	12	6.7	0	0	0	0	700
2008	PERU	-10.368	-75.512	33	5.5	0	0	45	60	25
2008	USA	41.153	-114.867	7	6	0	0	3	0	720
2008	MEXICO	32.456	-115.315	3	5.1	0	0	0	0	0
2008	NEW CALEDONIA	-20.071	168.892	33	7.3	0	0	0	0	0
2008	PAKISTAN	30.598	67.455	14	6.4	0	0	1	0	0
2008	CHINA	37.565	95.833	19	6.3	0	0	3	0	0
2008	ATLANTIC OCEAN	-52.533	26.417	10	5	0	0	0	0	0
2008	PERU	-12.178	-77.164	51	5.3	0	0	1	5	0
2008	VANUATU	-19.941	168.953	32	6.4	0	0	0	0	0
2008	GUATEMALA	13.564	-90.599	33	6.1	0	0	0	0	8
2008	JAPAN	36.158	141.521	39	6.8	0	0	6	0	0
2008	IRAN	26.99	55.8	15	5.4	0	0	5	0	0
2008	INDONESIA	-2.486	99.972	25	6.5	0	0	0	0	0
2008	NEW ZEALAND	-39.715	176.851	32	5.5	0	0	0	0	0
2008	JAPAN	41.892	143.754	25	6.8	0	0	0	0	0
2008	AFGHANISTAN	36.401	71.075	158	5.8	0	0	0	0	0
2008	CHINA	35.49	81.467	10	7.2	0	0	0	2200	0
2008	BANGLADESH	22.761	92.333	34	5	0	0	0	0	0
2008	USA	39.52	-119.93	1	5	0	0	0	0	0
2008	IRAN	35.5	58.8	10	5	0	0	0	0	0
2008	PANAMA	8.267	-82.967	32	6.1	0	0	0	0	0
2009	MALAWI	-9.948	33.878	8	5.9	1	0	15	0	3000
2009	JAPAN	34.743	138.264	40	6.4	1	0	123	0	5192
2009	ITALY	42.275	13.464	15	5.5	1	0	0	0	0
2009	KAZAKHSTAN	44.724	78.864	15	5.4	1	0	0	0	0
2009	INDONESIA	-8.207	118.631	18	6.6	2	0	200	0	0
2009	INDONESIA	-2.515	101.501	10	6.6	3	0	0	0	0
2009	MALAWI	-10.108	33.818	6	6	3	0	250	1111	3565
2009	AFGHANISTAN	36.517	70.95	18	6.1	5	0	0	0	0
2009	INDONESIA	-0.414	132.885	17	7.6	5	0	250	0	840
2009	HONDURAS	16.72	-86.236	10	7.3	7	0	40	135	25
2009	BHUTAN	27.332	91.437	14	6.1	11	0	0	0	0
2009	AFGHANISTAN	34.185	70.076	6	5.4	19	0	51	200	0
2009	COSTA RICA	10.165	-84.197	14	6.1	23	17	100	518	0
2009	INDONESIA	-7.782	107.297	46	7	81	0	1297	0	54000
2009	SAMOA	-15.489	-172.095	18	8.1	192	0	7	0	0
2009	ITALY	42.334	13.334	9	6.3	309	0	1500	15000	0
2009	INDONESIA	-0.72	99.867	81	7.5	1117	0	1214	0	181665
2009	CHINA	40.657	78.692	17	5.5	0	0	0	331	5613
2009	INDIA	17.109	73.767	10	5.1	0	0	0	0	0
2009	CHINA	25.632	101.095	7	5.7	0	0	336	0	0
2009	GEORGIA	42.66	43.443	15	6	0	0	1	0	1000
2009	SOLOMON ISLANDS	-12.517	166.382	35	7.8	0	0	0	0	0
2009	PAKISTAN	34.204	73.899	10	5.4	0	0	44	0	0
2009	INDIA	27.143	70.749	44	5.2	0	0	6	0	0
2009	SAUDI ARABIA	25.292	37.744	2	5.7	0	0	7	0	0
2009	CHINA	31.158	85.902	13	5.8	0	0	0	6	0
2009	MYANMAR (BURMA)	25.28	95.101	82	5.2	0	0	0	0	0
2009	INDONESIA	-9.138	115.593	79	5.7	0	0	7	0	0
2009	VANUATU	-13.006	166.51	45	7.6	0	0	0	0	0
2009	VANUATU	-17.757	167.949	15	6.3	0	0	4	0	0
2009	VENEZUELA	10.434	-69.715	7	5.4	0	0	0	0	0
2009	INDONESIA	-1.479	99.49	20	6.7	0	0	9	0	0
2009	PHILIPPINES	6.513	124.715	10	5.7	0	0	91	0	76
2009	INDIA	14.099	92.888	5	7.5	0	0	0	0	0
2009	BHUTAN	27.262	91.417	26	5.3	0	0	0	1	116
2009	GREECE	34.164	25.471	19	6.4	0	0	0	0	0
2009	VANUATU	-17.026	168.329	13	5.7	0	0	10	0	0
2009	CHINA	37.696	95.718	13	6.2	0	0	0	0	30
2009	ECUADOR	-0.962	-77.817	35	5.4	0	0	0	0	0
2009	INDONESIA	3.884	126.397	22	7.2	0	0	64	0	597
2009	VENEZUELA	10.705	-67.92	10	6.3	0	0	18	0	17
2009	TONGA	-23.046	-174.659	34	7.6	0	0	0	0	0
2009	RUSSIA	46.857	155.154	36	7.4	0	0	0	0	0
2009	BHUTAN	27.319	91.51	10	5.2	0	0	2	0	700
2009	MACEDONIA	41.303	22.714	0	5.3	0	0	0	0	0
2009	NEW ZEALAND	-45.762	166.562	12	7.8	0	0	0	0	0
2009	PANAMA	9.59	-78.966	38	6	0	0	32	0	10
2009	INDONESIA	-0.691	133.305	23	7.3	0	0	0	0	0
2009	TAIWAN	23.796	121.605	57	6.4	0	0	14	0	0
2009	MEXICO	32.437	-115.165	9	5.9	0	0	0	0	0
2009	IRAN	27.334	56.202	14	5.1	0	0	269	0	0
2010	IRAN	29.647	51.665	27	5.8	1	0	3	0	0
2010	PAKISTAN	33.869	72.887	33	5.2	1	0	15	0	100
2010	IRAN	27.022	53.861	10	5.8	1	0	32	0	0
2010	INDONESIA	-7.907	107.879	65	5.1	1	0	2	0	0
2010	MEXICO	16.396	-97.782	20	6.2	1	0	0	0	0
2010	ARGENTINA	-24.872	-65.602	10	6.3	2	0	2	0	0
2010	SERBIA	43.76	20.673	1	5.5	2	0	100	1000	5000
2010	MEXICO	32.297	-115.278	4	7.2	2	0	233	0	0
2010	ALGERIA	35.9	4.12	2	5.2	2	0	43	0	0
2010	IRAN	35.49	54.47	7	5.7	3	0	200	700	0
2010	IRAN	28.412	59.18	12	6.5	7	0	25	0	1800
2010	AFGHANISTAN	35.633	67.658	13	5.6	11	0	70	2000	0
2010	INDONESIA	-2.174	136.543	18	7	17	0	0	2556	0
2010	TURKEY	38.864	39.986	12	6.1	51	0	100	287	700
2010	INDONESIA	-3.487	100.082	20	7.8	431	0	0	700	0
2010	CHILE	-36.122	-72.898	23	8.8	558	0	12000	0	500000
2010	CHINA	33.165	96.548	17	6.9	2220	70	12135	15000	0
2010	HAITI	18.457	-72.533	13	7	316000	0	300000	97294	188383
2010	PERU	-18.058	-70.547	37	6.2	0	0	11	0	0
2010	USA TERRITORY	18.4	-67.07	113	5.8	0	0	0	0	0
2010	JAPAN	25.93	128.425	25	7	0	0	2	0	0
2010	SOLOMON ISLANDS	-8.799	157.346	25	7.1	0	0	0	16	60
2010	SOLOMON ISLANDS	-9.019	157.551	15	6.8	0	0	0	0	0
2010	USA	32.7	-115.921	5	5.8	0	0	0	0	0
2010	INDONESIA	2.383	97.048	31	7.8	0	0	0	0	0
2010	ETHIOPIA	7.521	37.839	10	5.1	0	0	0	0	0
2010	SOLOMON ISLANDS	-8.743	157.477	26	6.6	0	0	0	0	0
2010	TAJIKISTAN	38.245	71.467	47	5.1	0	0	0	98	1000
2010	USA	40.652	-124.692	29	6.5	0	0	30	0	0
2010	INDIA	13.667	92.831	34	6.7	0	0	10	0	0
2010	CHILE	-34.29	-71.891	11	6.9	0	0	0	0	0
2010	VENEZUELA	10.454	-63.475	8	5.5	0	0	11	0	3
2010	JAPAN	26.901	143.698	14	7.4	0	0	0	0	0
2010	INDIA	13.197	93.087	20	5.9	0	0	0	0	0
2010	NEW ZEALAND	-40.433	176.818	21	5.1	0	0	0	0	0
2010	CANADA	45.88	-75.48	22	5.2	0	0	0	0	0
2010	INDIA	7.881	91.936	35	7.5	0	0	0	0	0
2010	TAIWAN	22.918	120.795	21	6.3	0	0	96	0	340
2010	VANUATU	-19.702	167.947	16	7.3	0	0	4	0	0
2010	IRAN	35.217	59.308	24	5.4	0	0	274	0	0
2010	ECUADOR	-1.266	-77.306	207	7.1	0	0	0	0	0
2010	INDONESIA	3.748	96.018	38	7.2	0	0	0	0	0
2010	USA TERRITORY	12.484	141.476	10	6.9	0	0	0	0	0
2010	AUSTRALIA	-30.794	121.406	0	5.2	0	0	3	0	0
2010	INDIA	29.872	80.428	16	5.2	0	0	0	0	0
2010	NEW ZEALAND	-43.522	171.83	12	7	0	0	2	0	0
2010	PHILIPPINES	6.486	123.467	586	7.6	0	0	0	0	0
2010	NEW ZEALAND	-43.57	172.388	9	5	0	0	0	0	0
2010	IRAN	32.45	48.3	5	5	0	0	0	0	150
2010	NEW ZEALAND	-43.598	172.69	6	5	0	0	0	0	0
2010	VANUATU	-17.541	168.069	25	7.2	0	0	0	0	0
2011	GUATEMALA	14.186	-90.238	9	5.6	1	0	0	0	0
2011	MYANMAR (BURMA)	24.618	94.68	85	6.3	1	0	0	0	0
2011	PERU	-14.438	-75.966	24	6.9	1	0	103	134	0
2011	NEW ZEALAND	-43.564	172.743	6	6	1	0	45	100	0
2011	MEXICO	17.844	-99.963	54	6.4	2	0	5	0	70
2011	JAPAN	38.276	141.588	42	7.1	3	0	132	0	0
2011	PAKISTAN	28.777	63.951	68	7.2	3	0	0	0	200
2011	JAPAN	37.001	140.401	11	6.6	7	0	0	3	0
2011	SPAIN	37.699	-1.672	1	5.1	10	0	0	0	0
